HKWorkoutActivityTypeHighIntensityIntervalTraining,43.6044668495655,min,2021-07-12 22:28:08 +0800,2021-07-12 21:44:23 +0800,2021-07-12 22:28:07 +0800
HKWorkoutActivityTypeHighIntensityIntervalTraining,36.88754733403524,min,2021-07-13 22:25:51 +0800,2021-07-13 21:48:57 +0800,2021-07-13 22:25:50 +0800
HKWorkoutActivityTypeSwimming,80.011021900177,min,2021-07-17 21:28:30 +0800,2021-07-17 20:08:28 +0800,2021-07-17 21:28:28 +0800
HKWorkoutActivityTypeHighIntensityIntervalTraining,32.02988048195839,min,2021-07-17 22:00:46 +0800,2021-07-17 21:28:43 +0800,2021-07-17 22:00:45 +0800
HKWorkoutActivityTypeSwimming,52.8957844833533,min,2021-07-18 08:43:22 +0800,2021-07-18 07:50:27 +0800,2021-07-18 08:43:21 +0800
HKWorkoutActivityTypeHighIntensityIntervalTraining,26.61923241615295,min,2021-07-19 09:10:11 +0800,2021-07-19 08:10:08 +0800,2021-07-19 09:10:11 +0800
HKWorkoutActivityTypeHighIntensityIntervalTraining,12.87227614919345,min,2021-07-23 11:07:41 +0800,2021-07-23 10:54:48 +0800,2021-07-23 11:07:40 +0800
HKWorkoutActivityTypeHighIntensityIntervalTraining,30.53147321542104,min,2021-07-30 22:17:04 +0800,2021-07-30 21:46:31 +0800,2021-07-30 22:17:03 +0800
HKWorkoutActivityTypeSwimming,52.95324536760648,min,2021-07-31 21:15:26 +0800,2021-07-31 20:22:28 +0800,2021-07-31 21:15:25 +0800
HKWorkoutActivityTypeSoccer,52.98383240302404,min,2021-08-02 20:04:54 +0800,2021-08-02 18:56:58 +0800,2021-08-02 20:04:53 +0800
HKWorkoutActivityTypeHighIntensityIntervalTraining,28.06097654898961,min,2021-08-03 22:51:15 +0800,2021-08-03 22:23:11 +0800,2021-08-03 22:51:14 +0800
HKWorkoutActivityTypeHighIntensityIntervalTraining,38.6616938650608,min,2021-08-04 22:52:00 +0800,2021-08-04 22:13:19 +0800,2021-08-04 22:51:59 +0800
HKWorkoutActivityTypeHighIntensityIntervalTraining,43.90654261708259,min,2021-08-05 22:48:25 +0800,2021-08-05 22:04:30 +0800,2021-08-05 22:48:25 +0800
HKWorkoutActivityTypeSwimming,56.87367768287659,min,2021-08-07 21:18:21 +0800,2021-08-07 20:21:27 +0800,2021-08-07 21:18:20 +0800
